3406405121,253
1744420865,1021
880934913,4093
3031592961,1021
762929153,1021
1996750849,262141
1728578561,1021
1729129473,1021
3396476929,8189
3230440449,1021
1731342337,4093
1701724161,8189
3523575809,8189
1732942849,1021
737198081,8189
1703018497,131069
1734383617,2045
1743665153,1021
1931542529,65533
3719430145,131069
1732338689,1021
771387393,4093
3526934529,8189
1732738049,1021
3413579777,509
771734529,1021
1734487041,1021
1732493313,1021
2345033729,4093
3394905345,253
3409562113,253
1851596801,8189
3398606849,4093
762456065,1021
1743765505,1021
3395547137,4093
1699610625,1021
3416696065,253
1741167617,1021
3395751937,4093
3396665345,16381
1793064961,1048573
3549790209,32765
1783332865,16381
771568641,1021
737596417,1021
771634177,1021
1017511937,131069
2641850369,1021
3684139009,32765
3528245249,8189
3706968577,253
2423980033,65533
1741671425,1021
1908539393,131069
1896349697,131069
736336897,1021
1701543937,16381
1732099073,1021
1779433473,1048573
3389521921,253
704905217,262141
3405857281,509
1732842497,1021
2032484353,16381
1732776961,1021
1742505985,1021
736316417,1021
737271809,4093
3407723265,253
3527966721,16381
2429782529,253
3689480193,65533
771524609,1021
1728744449,1021
603983873,4093
737286145,1021
1920139265,65533
3673473025,4093
2942705665,1021
2346450945,32765
3407459329,253
1730224129,1021
3393027841,253
1730662401,1021
2011926529,253
757645313,4093
3406452737,253
1734397953,1021
3706862593,509
3657564161,131069
1741361153,1021
3406133249,253
1736167425,2045
720371713,65533
736362497,16381
1589575681,32765
2362273793,2045
737725441,1021
1731267585,1021
1039138817,262141
2087714817,524285
3395604481,4093
995181569,509
1733564417,1021
3550273281,253
737042433,1021
736886785,131069
2532456449,1021
3524161537,4093
736946177,1021
762976257,1021
3389931521,509
3657433089,65533
3407782401,253
1737428993,509
737076225,1021
1741687809,1021
3394900993,1021
1735185409,1021
1992466433,2045
2097020929,16381
1939079169,262141
762803201,1021
3398902017,253
1026949121,65533
1733050369,2045
1733392385,1021
1734416385,1021
1879048193,4194301
1743785985,1021
3075585025,1021
3397527297,253
737701889,1021
1742614529,4093
1730472961,1021
1733091329,1021
3406327297,509
3408065025,253
1899274241,8189
3393844225,1021
3415801857,1021
1737359361,509
1743421441,1021
1857028097,524285
1740755969,1021
2090240257,253
2943327233,1021
1741988865,1021
1694564353,1021
1039237121,16381
3409901057,253
714883073,16381
762370049,2045
771710977,4093
3409405185,253
2718826497,65533
2418315777,509
1702756353,65533
1732199425,1021
1850514433,1021
1741481985,1021
3407450881,253
3527995393,2045
3550445569,32765
3412353025,8189
737549313,1021
3415236609,8189
771424257,1021
3662675969,262141
1734710273,1021
1733282817,1021
1741972481,1021
3407618561,509
3412029441,4093
1743693057,253
1730979841,1021
3399873281,253
3064856577,131069
3407887873,253
3730145281,32765
1983905793,131069
992739329,262141
3549989889,1021
1736804353,1021
1740672001,1021
1931608065,131069
1732804609,1021
1032470529,16381
1732304897,1021
835715073,131069
762384385,1021
3407532545,253
3406383105,253
1729696769,1021
1932263425,262141
1742169089,509
2002378753,8189
999898113,1021
737268737,1021
1993080833,262141
3400847361,2045
978550785,32765
738113537,1021
771562497,1021
1731100673,2045
992608257,65533
3413024769,8189
1730196481,1021
1730281473,65533
1730296833,1021
736998401,1021
771406849,1021
2829058049,65533
1732165633,1021
1876949249,253
1733755905,1021
1729731585,253
737300481,4093
737672193,1021
3416696833,253
2063638529,8189
2088237057,2045
3029637121,2045
1734539265,509
3410809857,1021
1735260161,1021
3391520769,509
1742576641,1021
3391720961,253
3407345921,253
1732356097,1021
1737191681,253
1737428993,1021
2002366465,1021
